11238016,0.0
11300516,10.0
11224341,10.0
11224139,10.0
10844212,10.0
11237975,10.0
11238062,0.0
10830311,10.0
10752061,10.0
10430788,10.0
11238211,10.0
10752130,10.0
10300661,0.0
11237961,10.0
11238020,0.0
11238152,10.0
10751831,10.0
11238274,0.0
11224150,0.0
11238037,10.0
11238083,10.0
11224362,10.0
11224438,0.0
11225001,0.0
1010101,0.0
9298764,10.0
11276983,0.0
9796975,0.0
10728247,0.0
11221626,10.0
11238058,10.0
10390245,0.0
10818394,0.0
11238228,0.0
11224164,0.0
8124830,0.0
10739819,10.0
11224230,10.0
11238357,10.0
11238090,10.0
10882511,0.0
10751845,0.0
10751995,10.0
11224682,10.0
8603403,0.0
11224911,0.0
10751949,10.0
11322768,0.0
11224143,0.0
11224640,0.0
11237933,0.0
11238041,0.0
11373199,10.0
11221414,0.0
11224852,0.0
11224737,0.0
1744332,10.0
11322772,10.0
10751974,10.0
11224866,10.0
11224272,10.0
10789301,0.0
9797444,0.0
10789295,10.0
10693980,0.0
11367491,10.0
